VFAT    Channel    Sbit    Cluster_Counts (1-7)    Clusters (Size, Address)

00  000  000  1001,0,0,0,0,0,0,  1,000  
00  001  000  1001,0,0,0,0,0,0,  1,000  
00  002  001  1001,0,0,0,0,0,0,  1,001  
00  003  001  1001,0,0,0,0,0,0,  1,001  
00  004  002  1001,0,0,0,0,0,0,  1,002  
00  005  002  1001,0,0,0,0,0,0,  1,002  
00  006  003  1001,0,0,0,0,0,0,  1,003  
00  007  003  1001,0,0,0,0,0,0,  1,003  
00  008  004  1001,0,0,0,0,0,0,  1,004  
00  009  004  1001,0,0,0,0,0,0,  1,004  
00  010  005  1001,0,0,0,0,0,0,  1,005  
00  011  005  1001,0,0,0,0,0,0,  1,005  
00  012  006  1001,0,0,0,0,0,0,  1,006  
00  013  006  1001,0,0,0,0,0,0,  1,006  
00  014  007  1001,0,0,0,0,0,0,  1,007  
00  015  007  1001,0,0,0,0,0,0,  1,007  
00  016  008  1001,0,0,0,0,0,0,  1,008  
00  017  008  1001,0,0,0,0,0,0,  1,008  
00  018  009  1001,0,0,0,0,0,0,  1,009  
00  019  009  1001,0,0,0,0,0,0,  1,009  
00  020  010  1001,0,0,0,0,0,0,  1,010  
00  021  010  1001,0,0,0,0,0,0,  1,010  
00  022  011  1001,0,0,0,0,0,0,  1,011  
00  023  011  1001,0,0,0,0,0,0,  1,011  
00  024  012  1001,0,0,0,0,0,0,  1,012  
00  025  012  1001,0,0,0,0,0,0,  1,012  
00  026  013  1001,0,0,0,0,0,0,  1,013  
00  027  013  1001,0,0,0,0,0,0,  1,013  
00  028  014  1001,0,0,0,0,0,0,  1,014  
00  029  014  1001,0,0,0,0,0,0,  1,014  
00  030  015  1001,0,0,0,0,0,0,  1,015  
00  031  015  1001,0,0,0,0,0,0,  1,015  
00  032  016  1001,0,0,0,0,0,0,  1,016  
00  033  016  1001,0,0,0,0,0,0,  1,016  
00  034  017  1001,0,0,0,0,0,0,  1,017  
00  035  017  1001,0,0,0,0,0,0,  1,017  
00  036  018  1001,0,0,0,0,0,0,  1,018  
00  037  018  1001,0,0,0,0,0,0,  1,018  
00  038  019  1001,0,0,0,0,0,0,  1,019  
00  039  019  1001,0,0,0,0,0,0,  1,019  
00  040  020  1001,0,0,0,0,0,0,  1,020  
00  041  020  1001,0,0,0,0,0,0,  1,020  
00  042  021  1001,0,0,0,0,0,0,  1,021  
00  043  021  1001,0,0,0,0,0,0,  1,021  
00  044  022  1001,0,0,0,0,0,0,  1,022  
00  045  022  1001,0,0,0,0,0,0,  1,022  
00  046  023  1001,0,0,0,0,0,0,  1,023  
00  047  023  1001,0,0,0,0,0,0,  1,023  
00  048  024  1001,0,0,0,0,0,0,  1,024  
00  049  024  1001,0,0,0,0,0,0,  1,024  
00  050  025  1001,0,0,0,0,0,0,  1,025  
00  051  025  1001,0,0,0,0,0,0,  1,025  
00  052  026  1001,0,0,0,0,0,0,  1,026  
00  053  026  1001,0,0,0,0,0,0,  1,026  
00  054  027  1001,0,0,0,0,0,0,  1,027  
00  055  027  1001,0,0,0,0,0,0,  1,027  
00  056  028  1001,0,0,0,0,0,0,  1,028  
00  057  028  1001,0,0,0,0,0,0,  1,028  
00  058  029  1001,0,0,0,0,0,0,  1,029  
00  059  029  1001,0,0,0,0,0,0,  1,029  
00  060  030  1001,0,0,0,0,0,0,  1,030  
00  061  030  1001,0,0,0,0,0,0,  1,030  
00  062  031  1001,0,0,0,0,0,0,  1,031  
00  063  031  1001,0,0,0,0,0,0,  1,031  
00  064  032  1001,0,0,0,0,0,0,  1,032  
00  065  032  1001,0,0,0,0,0,0,  1,032  
00  066  033  1001,0,0,0,0,0,0,  1,033  
00  067  033  1001,0,0,0,0,0,0,  1,033  
00  068  034  1001,0,0,0,0,0,0,  1,034  
00  069  034  1001,0,0,0,0,0,0,  1,034  
00  070  035  1001,0,0,0,0,0,0,  1,035  
00  071  035  1001,0,0,0,0,0,0,  1,035  
00  072  036  1001,0,0,0,0,0,0,  1,036  
00  073  036  1001,0,0,0,0,0,0,  1,036  
00  074  037  1001,0,0,0,0,0,0,  1,037  
00  075  037  1001,0,0,0,0,0,0,  1,037  
00  076  038  1001,0,0,0,0,0,0,  1,038  
00  077  038  1001,0,0,0,0,0,0,  1,038  
00  078  039  1001,0,0,0,0,0,0,  1,039  
00  079  039  1001,0,0,0,0,0,0,  1,039  
00  080  040  1001,0,0,0,0,0,0,  1,040  
00  081  040  1001,0,0,0,0,0,0,  1,040  
00  082  041  1001,0,0,0,0,0,0,  1,041  
00  083  041  1001,0,0,0,0,0,0,  1,041  
00  084  042  1001,0,0,0,0,0,0,  1,042  
00  085  042  1001,0,0,0,0,0,0,  1,042  
00  086  043  1001,0,0,0,0,0,0,  1,043  
00  087  043  1001,0,0,0,0,0,0,  1,043  
00  088  044  1001,0,0,0,0,0,0,  1,044  
00  089  044  1001,0,0,0,0,0,0,  1,044  
00  090  045  1001,0,0,0,0,0,0,  1,045  
00  091  045  1001,0,0,0,0,0,0,  1,045  
00  092  046  1001,0,0,0,0,0,0,  1,046  
00  093  046  1001,0,0,0,0,0,0,  1,046  
00  094  047  1001,0,0,0,0,0,0,  1,047  
00  095  047  1001,0,0,0,0,0,0,  1,047  
00  096  048  1001,0,0,0,0,0,0,  1,048  
00  097  048  1001,0,0,0,0,0,0,  1,048  
00  098  049  1001,0,0,0,0,0,0,  1,049  
00  099  049  1001,0,0,0,0,0,0,  1,049  
00  100  050  1001,0,0,0,0,0,0,  1,050  
00  101  050  1001,0,0,0,0,0,0,  1,050  
00  102  051  1001,0,0,0,0,0,0,  1,051  
00  103  051  1001,0,0,0,0,0,0,  1,051  
00  104  052  1001,0,0,0,0,0,0,  1,052  
00  105  052  1001,0,0,0,0,0,0,  1,052  
00  106  053  1001,0,0,0,0,0,0,  1,053  
00  107  053  1001,0,0,0,0,0,0,  1,053  
00  108  054  1001,0,0,0,0,0,0,  1,054  
00  109  054  1001,0,0,0,0,0,0,  1,054  
00  110  055  1001,0,0,0,0,0,0,  1,055  
00  111  055  1001,0,0,0,0,0,0,  1,055  
00  112  056  1001,0,0,0,0,0,0,  1,056  
00  113  056  1001,0,0,0,0,0,0,  1,056  
00  114  057  1001,0,0,0,0,0,0,  1,057  
00  115  057  1001,0,0,0,0,0,0,  1,057  
00  116  058  1001,0,0,0,0,0,0,  1,058  
00  117  058  1001,0,0,0,0,0,0,  1,058  
00  118  059  1001,0,0,0,0,0,0,  1,059  
00  119  059  1001,0,0,0,0,0,0,  1,059  
00  120  060  1001,0,0,0,0,0,0,  1,060  
00  121  060  1001,0,0,0,0,0,0,  1,060  
00  122  061  1001,0,0,0,0,0,0,  1,061  
00  123  061  1001,0,0,0,0,0,0,  1,061  
00  124  062  1001,0,0,0,0,0,0,  1,062  
00  125  062  1001,0,0,0,0,0,0,  1,062  
00  126  063  1001,0,0,0,0,0,0,  1,063  
00  127  063  1001,0,0,0,0,0,0,  1,063  
01  000  000  1001,0,0,0,0,0,0,  1,256  
01  001  000  1001,0,0,0,0,0,0,  1,256  
01  002  001  1001,0,0,0,0,0,0,  1,257  
01  003  001  1001,0,0,0,0,0,0,  1,257  
01  004  002  1001,0,0,0,0,0,0,  1,258  
01  005  002  1001,0,0,0,0,0,0,  1,258  
01  006  003  1001,0,0,0,0,0,0,  1,259  
01  007  003  1001,0,0,0,0,0,0,  1,259  
01  008  004  1001,0,0,0,0,0,0,  1,260  
01  009  004  1001,0,0,0,0,0,0,  1,260  
01  010  005  1001,0,0,0,0,0,0,  1,261  
01  011  005  1001,0,0,0,0,0,0,  1,261  
01  012  006  1001,0,0,0,0,0,0,  1,262  
01  013  006  1001,0,0,0,0,0,0,  1,262  
01  014  007  1001,0,0,0,0,0,0,  1,263  
01  015  007  1001,0,0,0,0,0,0,  1,263  
01  016  008  1001,0,0,0,0,0,0,  1,264  
01  017  008  1001,0,0,0,0,0,0,  1,264  
01  018  009  1001,0,0,0,0,0,0,  1,265  
01  019  009  1001,0,0,0,0,0,0,  1,265  
01  020  010  1001,0,0,0,0,0,0,  1,266  
01  021  010  1001,0,0,0,0,0,0,  1,266  
01  022  011  1001,0,0,0,0,0,0,  1,267  
01  023  011  1001,0,0,0,0,0,0,  1,267  
01  024  012  1001,0,0,0,0,0,0,  1,268  
01  025  012  1001,0,0,0,0,0,0,  1,268  
01  026  013  1001,0,0,0,0,0,0,  1,269  
01  027  013  1001,0,0,0,0,0,0,  1,269  
01  028  014  1001,0,0,0,0,0,0,  1,270  
01  029  014  1001,0,0,0,0,0,0,  1,270  
01  030  015  1001,0,0,0,0,0,0,  1,271  
01  031  015  1001,0,0,0,0,0,0,  1,271  
01  032  016  1001,0,0,0,0,0,0,  1,272  
01  033  016  1001,0,0,0,0,0,0,  1,272  
01  034  017  1001,0,0,0,0,0,0,  1,273  
01  035  017  1001,0,0,0,0,0,0,  1,273  
01  036  018  1001,0,0,0,0,0,0,  1,274  
01  037  018  1001,0,0,0,0,0,0,  1,274  
01  038  019  1001,0,0,0,0,0,0,  1,275  
01  039  019  1001,0,0,0,0,0,0,  1,275  
01  040  020  1001,0,0,0,0,0,0,  1,276  
01  041  020  1001,0,0,0,0,0,0,  1,276  
01  042  021  1001,0,0,0,0,0,0,  1,277  
01  043  021  1001,0,0,0,0,0,0,  1,277  
01  044  022  1001,0,0,0,0,0,0,  1,278  
01  045  022  1001,0,0,0,0,0,0,  1,278  
01  046  023  1001,0,0,0,0,0,0,  1,279  
01  047  023  1001,0,0,0,0,0,0,  1,279  
01  048  024  1001,0,0,0,0,0,0,  1,280  
01  049  024  1001,0,0,0,0,0,0,  1,280  
01  050  025  1001,0,0,0,0,0,0,  1,281  
01  051  025  1001,0,0,0,0,0,0,  1,281  
01  052  026  1001,0,0,0,0,0,0,  1,282  
01  053  026  1001,0,0,0,0,0,0,  1,282  
01  054  027  1001,0,0,0,0,0,0,  1,283  
01  055  027  1001,0,0,0,0,0,0,  1,283  
01  056  028  1001,0,0,0,0,0,0,  1,284  
01  057  028  1001,0,0,0,0,0,0,  1,284  
