VFAT    Channel    Sbit    Cluster_Counts (1-7)    Clusters (Size, Address)

00  000  007  1000,0,0,0,0,0,0,  1,007  
00  001  007  1000,0,0,0,0,0,0,  1,007  
00  002  000  1000,0,0,0,0,0,0,  1,000  
00  003  000  1000,0,0,0,0,0,0,  1,000  
00  004  001  1000,0,0,0,0,0,0,  1,001  
00  005  001  1000,0,0,0,0,0,0,  1,001  
00  006  002  1000,0,0,0,0,0,0,  1,002  
00  007  002  1000,0,0,0,0,0,0,  1,002  
00  008  003  1000,0,0,0,0,0,0,  1,003  
00  009  003  1000,0,0,0,0,0,0,  1,003  
00  010  004  1000,0,0,0,0,0,0,  1,004  
00  011  004  1000,0,0,0,0,0,0,  1,004  
00  012  005  1000,0,0,0,0,0,0,  1,005  
00  013  005  1000,0,0,0,0,0,0,  1,005  
00  014  006  1000,0,0,0,0,0,0,  1,006  
00  015  006  1000,0,0,0,0,0,0,  1,006  
00  016  015  1000,0,0,0,0,0,0,  1,015  
00  017  015  1000,0,0,0,0,0,0,  1,015  
00  018  008  1000,0,0,0,0,0,0,  1,008  
00  019  008  1000,0,0,0,0,0,0,  1,008  
00  020  009  1000,0,0,0,0,0,0,  1,009  
00  021  009  1000,0,0,0,0,0,0,  1,009  
00  022  010  1000,0,0,0,0,0,0,  1,010  
00  023  010  1000,0,0,0,0,0,0,  1,010  
00  024  011  1000,0,0,0,0,0,0,  1,011  
00  025  011  1000,0,0,0,0,0,0,  1,011  
00  026  012  1000,0,0,0,0,0,0,  1,012  
00  027  012  1000,0,0,0,0,0,0,  1,012  
00  028  013  1000,0,0,0,0,0,0,  1,013  
00  029  013  1000,0,0,0,0,0,0,  1,013  
00  030  014  1000,0,0,0,0,0,0,  1,014  
00  031  014  1000,0,0,0,0,0,0,  1,014  
00  032  023  1000,0,0,0,0,0,0,  1,023  
00  033  023  1000,0,0,0,0,0,0,  1,023  
00  034  016  1000,0,0,0,0,0,0,  1,016  
00  035  016  1000,0,0,0,0,0,0,  1,016  
00  036  017  1000,0,0,0,0,0,0,  1,017  
00  037  017  1000,0,0,0,0,0,0,  1,017  
00  038  018  1000,0,0,0,0,0,0,  1,018  
00  039  018  1000,0,0,0,0,0,0,  1,018  
00  040  019  1000,0,0,0,0,0,0,  1,019  
00  041  019  1000,0,0,0,0,0,0,  1,019  
00  042  020  1000,0,0,0,0,0,0,  1,020  
00  043  020  1000,0,0,0,0,0,0,  1,020  
00  044  021  1000,0,0,0,0,0,0,  1,021  
00  045  021  1000,0,0,0,0,0,0,  1,021  
00  046  022  1000,0,0,0,0,0,0,  1,022  
00  047  022  1000,0,0,0,0,0,0,  1,022  
00  048  031  1000,0,0,0,0,0,0,  1,031  
00  049  031  1000,0,0,0,0,0,0,  1,031  
00  050  024  1000,0,0,0,0,0,0,  1,024  
00  051  024  1000,0,0,0,0,0,0,  1,024  
00  052  025  1000,0,0,0,0,0,0,  1,025  
00  053  025  1000,0,0,0,0,0,0,  1,025  
00  054  026  1000,0,0,0,0,0,0,  1,026  
00  055  026  1000,0,0,0,0,0,0,  1,026  
00  056  027  1000,0,0,0,0,0,0,  1,027  
00  057  027  1000,0,0,0,0,0,0,  1,027  
00  058  028  1000,0,0,0,0,0,0,  1,028  
00  059  028  1000,0,0,0,0,0,0,  1,028  
00  060  029  1000,0,0,0,0,0,0,  1,029  
00  061  029  1000,0,0,0,0,0,0,  1,029  
00  062  030  1000,0,0,0,0,0,0,  1,030  
00  063  030  1000,0,0,0,0,0,0,  1,030  
00  064  039  1000,0,0,0,0,0,0,  1,039  
00  065  039  1000,0,0,0,0,0,0,  1,039  
00  066  032  1000,0,0,0,0,0,0,  1,032  
00  067  032  1000,0,0,0,0,0,0,  1,032  
00  068  033  1000,0,0,0,0,0,0,  1,033  
00  069  033  1000,0,0,0,0,0,0,  1,033  
00  070  034  1000,0,0,0,0,0,0,  1,034  
00  071  034  1000,0,0,0,0,0,0,  1,034  
00  072  035  1000,0,0,0,0,0,0,  1,035  
00  073  035  1000,0,0,0,0,0,0,  1,035  
00  074  036  1000,0,0,0,0,0,0,  1,036  
00  075  036  1000,0,0,0,0,0,0,  1,036  
00  076  037  1000,0,0,0,0,0,0,  1,037  
00  077  037  1000,0,0,0,0,0,0,  1,037  
00  078  038  1000,0,0,0,0,0,0,  1,038  
00  079  038  1000,0,0,0,0,0,0,  1,038  
00  080  047  1000,0,0,0,0,0,0,  1,047  
00  081  047  1000,0,0,0,0,0,0,  1,047  
